SpellID,SpellName,SpellCasts,SpellFound,SpellFoundPercent,KillingBlowCount,AssistingBlowCount,KillingBlowPercent,AssistingBlowPercent,NPCName
431493,Darkblade,1330,18,100.0,6,15,2.643171806167401,2.4875621890547266,
431333,Tormenting Beam,1270,18,100.0,35,112,15.418502202643172,18.573797678275287,
431303,Night Bolt,1013,18,100.0,2,11,0.881057268722467,1.8242122719734661,
431637,Umbral Rush,1057,18,100.0,0,0,0.0,0.0,
431494,Black Edge,423,18,100.0,18,37,7.929515418502203,6.135986733001658,
432520,Umbral Barrier,298,18,100.0,0,0,0.0,0.0,
451113,Web Bolt,369,18,100.0,2,8,0.881057268722467,1.3266998341625207,
451112,Tactician's Rage,299,18,100.0,0,0,0.0,0.0,
451119,Abyssal Blast,580,18,100.0,57,141,25.11013215859031,23.383084577114428,
145629,Anti-Magic Zone,269,10,55.55555555555556,0,0,0.0,0.0,NPC Name Not Found
432565,Black Hail,180,18,100.0,0,0,0.0,0.0,
452099,Congealed Darkness,108,14,77.77777777777779,2,10,0.881057268722467,1.658374792703151,NPC Name Not Found
431364,Tormenting Ray,104,17,94.44444444444444,0,0,0.0,0.0,
453345,Abyssal Rot,165,18,100.0,5,27,2.2026431718061676,4.477611940298507,
431309,Ensnaring Shadows,150,18,100.0,5,21,2.2026431718061676,3.482587064676617,
453140,Collapsing Night,164,18,100.0,0,0,0.0,0.0,NPC Name Not Found
426860,Dark Orb,157,18,100.0,0,0,0.0,0.0,
428086,Shadow Bolt,265,18,100.0,2,7,0.881057268722467,1.1608623548922055,
427001,Terrifying Slam,132,18,100.0,0,0,0.0,0.0,
426734,Burning Shadows,204,18,100.0,0,0,0.0,0.0,
431491,Tainted Slash,79,17,94.44444444444444,2,6,0.881057268722467,0.9950248756218906,
453141,Collapsing Night,166,18,100.0,0,0,0.0,0.0,NPC Name Not Found
448213,Expel Webs,334,18,100.0,0,0,0.0,0.0,NPC Name Not Found
432448,Stygian Seed,50,17,94.44444444444444,1,2,0.4405286343612335,0.33167495854063017,
434407,Rolling Acid,291,18,100.0,0,0,0.0,0.0,
426787,Shadowy Decay,102,18,100.0,0,0,0.0,0.0,
453212,Obsidian Beam,171,18,100.0,0,0,0.0,0.0,NPC Name Not Found
451107,Bursting Cocoon,84,18,100.0,4,11,1.762114537444934,1.8242122719734661,
451026,Darkness Comes,57,18,100.0,0,0,0.0,0.0,
448888,Erosive Spray,252,18,100.0,16,45,7.048458149779736,7.462686567164178,
451102,Shadowy Decay,37,18,100.0,0,0,0.0,0.0,
451117,Terrifying Slam,57,18,100.0,0,0,0.0,0.0,
431349,Tormenting Eruption,59,18,100.0,0,0,0.0,0.0,
452127,Animate Shadows,76,18,100.0,0,0,0.0,0.0,NPC Name Not Found
160772,Bandage,11,5,27.77777777777778,0,0,0.0,0.0,NPC Name Not Found
450854,Dark Orb,53,18,100.0,0,0,0.0,0.0,
461870,Xal'atath's Bargain,11,11,61.111111111111114,0,0,0.0,0.0,NPC Name Not Found
451114,Congealed Shadow,63,13,72.22222222222221,1,2,0.4405286343612335,0.33167495854063017,
446615,Usher Reinforcements,45,18,100.0,0,0,0.0,0.0,
435793,Tacky Burst,38,11,61.111111111111114,58,122,25.55066079295154,20.23217247097844,
434089,Spinneret's Strands,138,10,55.55555555555556,0,0,0.0,0.0,
450756,Abyssal Howl,9,9,50.0,0,1,0.0,0.16583747927031509,
462508,Dark Prayer,16,1,5.555555555555555,0,0,0.0,0.0,NPC Name Not Found
431304,Dark Floes,10,4,22.22222222222222,0,0,0.0,0.0,
451099,Entwining Threads,68,11,61.111111111111114,8,18,3.524229074889868,2.9850746268656714,
451098,Tacky Nova,28,11,61.111111111111114,3,6,1.3215859030837005,0.9950248756218906,
461895,Unstable Power,3390,5,27.77777777777778,0,0,0.0,0.0,NPC Name Not Found
461904,Cosmic Ascension,608,5,27.77777777777778,0,0,0.0,0.0,NPC Name Not Found
449734,Acidic Eruption,21,5,27.77777777777778,0,1,0.0,0.16583747927031509,
451097,Silken Shell,4,3,16.666666666666664,0,0,0.0,0.0,
431659,Shadow Bolt,1,1,5.555555555555555,0,0,0.0,0.0,
453856,Webbed Victim,4,2,11.11111111111111,0,0,0.0,0.0,NPC Name Not Found
