GUID,Description,Guild,Owner,Visibility,UploadedAsEpoch,UploadedAsDateTime,DurationAsEpoch,DurationAsTime
3MAdjvQw4FLDypHg,a,Personal Logs,Juuuul,Public,1754397331,"August 5, 2025 2:35 PM",000005690705,2 hours
fkaFY29wyXrbc1A6,DKT 17水闸,Personal Logs,Windfire,Public,1754388352,"August 5, 2025 12:05 PM",000008316808,2 hours
mrYWQ6kCLwGBxjtz,酒仙能活出来吗第二季,OriginalFire,yueyue2252gu,Public,1754383914,"August 5, 2025 10:51 AM",000009314180,3 hours
CwpKRJ7mTDGvH4Wb,Mythic+ Season 3,Personal Logs,vadan,Public,1754383908,"August 5, 2025 10:51 AM",000001763942,29 minutes
7LKgDPfNYrXC1jwq,ptr LAST DAY before patch,Personal Logs,Zorjeff,Public,1754364773,"August 5, 2025 5:32 AM",000034151776,9 hours
XqHPMNv8Bw2AzRkF,Mythic+ Season 3,Personal Logs,YoDaTV,Public,1754354072,"August 5, 2025 2:34 AM",000025402183,7 hours
LnDbPa6xAZhkgjFp,Mythic+ Season 3,Personal Logs,Diolusion,Public,1754350833,"August 5, 2025 1:40 AM",000005742813,2 hours
4ZqT8pW1bMwnrtPH,Mythic+ Season 3,Personal Logs,Yegu,Public,1754341065,"August 4, 2025 10:57 PM",000003255595,an hour
GTfLc9mhaZzApdrg,Mythic+ Season 3,Personal Logs,Gio_KW,Public,1754338055,"August 4, 2025 10:07 PM",000012050154,3 hours
JB19L7wCdaHTQ4rN,Mythic+ Season 3,Personal Logs,ricardowarrior,Public,1754335250,"August 4, 2025 9:20 PM",000008709153,2 hours
13nZRPJ6tC2NkVFa,PTR,Personal Logs,Stentyg,Public,1754332431,"August 4, 2025 8:33 PM",000015191581,4 hours
GXd7MpQ1gT3DxZ2W,Mythic+ Season 3,Personal Logs,chaseddaway,Public,1754332141,"August 4, 2025 8:29 PM",000008670196,2 hours
x7KYm2gn8fMC1WTD,ptr,Personal Logs,corrisx3,Public,1754324152,"August 4, 2025 6:15 PM",000010087082,3 hours
Agz48Vq3LymRNTta,m+,Personal Logs,Waalpen,Public,1754322766,"August 4, 2025 5:52 PM",000005553034,2 hours
rhXnPC6MKqgBQRmV,a,Personal Logs,Juuuul,Public,1754322737,"August 4, 2025 5:52 PM",000002300522,38 minutes
XqnGamD6kAcy7RNw,trying to aug,Personal Logs,corrisx3,Public,1754322536,"August 4, 2025 5:48 PM",000008453342,2 hours
bJgrT6KwYf97mdV1,Mythic+ Season 3,Personal Logs,vadan,Public,1754322390,"August 4, 2025 5:46 PM",000003719125,an hour
f3q6rGKAHh8cBpjL,250805 FLOOD +15 MM,Personal Logs,Umbrellas,Public,1754321605,"August 4, 2025 5:33 PM",000001815657,30 minutes
B2mdgDKzQaJHpvYG,Mythic+ Season 3,Personal Logs,Juuuul,Public,1754320628,"August 4, 2025 5:17 PM",000000007302,a few seconds
dGchmDzq6xQ4Zwkb,PTR,Personal Logs,Stentyg,Public,1754313232,"August 4, 2025 3:13 PM",000458339240,5 days
2qRQgtBAkVa4XK6j,m+ ptr 04/08/2025,Personal Logs,Trinitehh,Public,1754312475,"August 4, 2025 3:01 PM",000010606077,3 hours
96AGrRh4vZKTL1Qf,Mythic+ Season 3,Personal Logs,vadan,Public,1754305886,"August 4, 2025 1:11 PM",000011993080,3 hours
hpxQRL6GbcVqNjFk,Mythic+ Season 3,Personal Logs,Yechongyue,Public,1754299945,"August 4, 2025 11:32 AM",000006102190,2 hours
NMW9hgkmxDydPwCb,Mythic+ Season 3,Personal Logs,Voidmend,Public,1754284179,"August 4, 2025 7:09 AM",000011740605,3 hours
XnKDZWGVaMJctRzj,15flood,Personal Logs,美团搜担担面,Public,1754278850,"August 4, 2025 5:40 AM",000001797341,30 minutes
ymx7T6JrXAfV81zg,Mythic+ Season 3,Personal Logs,qudsjh,Public,1754274738,"August 4, 2025 4:32 AM",000006401814,2 hours
F3k2Pz4xg8rNCmfJ,m+ ptr sunday 03/08,Personal Logs,TomElvis,Public,1754245230,"August 3, 2025 8:20 PM",000017147616,5 hours
aBmHMbpF9VxhC68r,"17 Gambit, duo last boss",Personal Logs,Thorrack,Public,1754243577,"August 3, 2025 7:52 PM",000009246376,3 hours
KqH1pL2hay7rDT6m,Mythic+ Season 3,Personal Logs,vadan,Public,1754240527,"August 3, 2025 7:02 PM",000011253694,3 hours
4apBwbDM1vjzPn9L,Mythic+ Season 3,Personal Logs,vadan,Public,1754240426,"August 3, 2025 7:00 PM",000008937726,2 hours
gZqnvC8Xx4c2kMYG,15 Floodgate Dotc,Personal Logs,Thorrack,Public,1754236757,"August 3, 2025 5:59 PM",000002093055,35 minutes
WaygzMGXbD8hLfmA,test,Personal Logs,iluminos253,Public,1754224174,"August 3, 2025 2:29 PM",000005767618,2 hours
PV8LKRAFbzGfpY9X,m+ ptr saturday night 02/08,Personal Logs,TomElvis,Public,1754219250,"August 3, 2025 1:07 PM",000013585155,4 hours
xvZYKHfMnjycAWqk,Mythic+ Season 3,Personal Logs,EV0luti0nz,Public,1754215708,"August 3, 2025 12:08 PM",000003736817,an hour
JYwMbpXfkx6CPNaK,Mythic+ Season 3,Personal Logs,Sirnoob18,Public,1754214715,"August 3, 2025 11:51 AM",000001997522,33 minutes
2nYCL7dGRKm69WzJ,Mythic+ Season 3,Personal Logs,Borrunir,Public,1754207522,"August 3, 2025 9:52 AM",000007150989,2 hours
LP1hMDHxRaCdfwJK,14 Streets Ripweaving,Personal Logs,Thorrack,Public,1754203408,"August 3, 2025 8:43 AM",000003173073,an hour
WJb9cvnCt24G6gph,Mythic+ Season 3,Personal Logs,Dillywow,Public,1754199142,"August 3, 2025 7:32 AM",000029253337,8 hours
1pN4aPD2RfdFmtYZ,Brand Shenanigans,Personal Logs,yoloswagginzbdf,Public,1754195858,"August 3, 2025 6:37 AM",000004474223,an hour
CvF1N8yfYPWRMkjd,Mythic+ Season 3,Personal Logs,YoDaTV,Public,1754194899,"August 3, 2025 6:21 AM",000038165533,11 hours
CRHKh6aqZtkLP1f4,Mythic+ Season 3,Personal Logs,Shadowdash,Public,1754187016,"August 3, 2025 4:10 AM",000013301884,4 hours
jD92nF6g37tcCapW,Mythic+ Season 3,Personal Logs,MioShimo,Public,1754184056,"August 3, 2025 3:20 AM",000007604576,2 hours
YvqkRM3WCrdzAjQJ,Mythic+ Season 3,Personal Logs,MioShimo,Public,1754181439,"August 3, 2025 2:37 AM",000004910502,an hour
avZB81ApzWQY9RnX,Mythic+ Season 3,Personal Logs,PatrickMo,Public,1754181103,"August 3, 2025 2:31 AM",000005343068,an hour
