log_guid,fight_id,outcome,duration,duration_in_sec,wcl_boss_id,boss_text,boss_level,affix_icon,fight_time
mrYWQ6kCLwGBxjtz,2,kill,39:59,2399,62773,Operation: Floodgate,,,4:09 PM
mrYWQ6kCLwGBxjtz,1,wipe,1:39,99,62773,Operation: Floodgate,,,4:01 PM
XqHPMNv8Bw2AzRkF,,kill,35:03,2103,62773,Operation: Floodgate,17,Tyrannical,2:00 AM
JB19L7wCdaHTQ4rN,,kill,31:37,1897,62773,Operation: Floodgate,15,Tyrannical,11:23 PM
dGchmDzq6xQ4Zwkb,43,kill,26:49,1609,62773,Operation: Floodgate,,,7:46 PM
dGchmDzq6xQ4Zwkb,50,kill,31:44,1904,62773,Operation: Floodgate,,,4:16 PM
dGchmDzq6xQ4Zwkb,12,wipe,9:01,541,62773,Operation: Floodgate,,,5:27 PM
dGchmDzq6xQ4Zwkb,62,wipe,6:56,416,62773,Operation: Floodgate,,,10:23 PM
dGchmDzq6xQ4Zwkb,71,wipe,5:13,313,62773,Operation: Floodgate,,,8:53 PM
NMW9hgkmxDydPwCb,,wipe,9:36,576,62773,Operation: Floodgate,12,Tyrannical,4:45 AM
ymx7T6JrXAfV81zg,,kill,33:56,2036,62773,Operation: Floodgate,15,Fortified,3:50 AM
F3k2Pz4xg8rNCmfJ,,wipe,13:18,798,62773,Operation: Floodgate,18,Tyrannical,5:23 PM
WJb9cvnCt24G6gph,,wipe,17:29,1049,62773,Operation: Floodgate,17,Fortified,5:50 AM
CvF1N8yfYPWRMkjd,25,kill,31:28,1888,62773,Operation: Floodgate,,,1:22 AM
CvF1N8yfYPWRMkjd,35,kill,29:31,1771,62773,Operation: Floodgate,,,5:52 AM
CvF1N8yfYPWRMkjd,19,wipe,2:43,163,62773,Operation: Floodgate,,,12:09 AM
CvF1N8yfYPWRMkjd,20,wipe,31:15,1875,62773,Operation: Floodgate,,,12:12 AM
CvF1N8yfYPWRMkjd,21,wipe,4:28,268,62773,Operation: Floodgate,,,12:43 AM
CvF1N8yfYPWRMkjd,22,wipe,5:25,325,62773,Operation: Floodgate,,,12:48 AM
CvF1N8yfYPWRMkjd,23,wipe,26:04,1564,62773,Operation: Floodgate,,,12:53 AM
CvF1N8yfYPWRMkjd,24,wipe,3:08,188,62773,Operation: Floodgate,,,1:19 AM
CvF1N8yfYPWRMkjd,33,wipe,2:56,176,62773,Operation: Floodgate,,,5:37 AM
CvF1N8yfYPWRMkjd,34,wipe,12:28,748,62773,Operation: Floodgate,,,5:40 AM
g1XGKWmqthaMjQvN,6,kill,33:55,2035,62773,Operation: Floodgate,,,9:32 PM
g1XGKWmqthaMjQvN,4,wipe,2:52,172,62773,Operation: Floodgate,,,8:44 PM
g1XGKWmqthaMjQvN,5,wipe,34:40,2080,62773,Operation: Floodgate,,,8:47 PM
p8mWCJr73DTdynNH,13,kill,33:46,2026,62773,Operation: Floodgate,,,1:52 AM
p8mWCJr73DTdynNH,8,wipe,25:45,1545,62773,Operation: Floodgate,,,10:49 PM
pJjxd4zyCnQYPFgV,,kill,24:56,1496,62773,Operation: Floodgate,12,,3:28 PM
xHz4a8mnB2pLcAfP,8,wipe,2:35,155,62773,Operation: Floodgate,,,5:45 PM
xHz4a8mnB2pLcAfP,10,wipe,14:16,856,62773,Operation: Floodgate,,,5:52 PM
xHz4a8mnB2pLcAfP,12,wipe,7:02,422,62773,Operation: Floodgate,,,6:11 PM
xHz4a8mnB2pLcAfP,13,wipe,25:32,1532,62773,Operation: Floodgate,,,6:18 PM
zbc2Pdx6RCkpH4Xf,21,wipe,2:47,167,62773,Operation: Floodgate,,,7:04 AM
zbc2Pdx6RCkpH4Xf,22,wipe,6:30,390,62773,Operation: Floodgate,,,7:07 AM
VwLAP8dxKvNfrmTW,11,wipe,5:13,313,62773,Operation: Floodgate,,,2:46 AM
VwLAP8dxKvNfrmTW,12,wipe,6:30,390,62773,Operation: Floodgate,,,2:51 AM
2wRmB64JybnXzp7K,24,kill,34:29,2069,62773,Operation: Floodgate,,,10:30 PM
2wRmB64JybnXzp7K,6,wipe,2:35,155,62773,Operation: Floodgate,,,5:45 PM
2wRmB64JybnXzp7K,8,wipe,18:19,1099,62773,Operation: Floodgate,,,5:52 PM
2wRmB64JybnXzp7K,9,wipe,7:02,422,62773,Operation: Floodgate,,,6:10 PM
2wRmB64JybnXzp7K,10,wipe,25:32,1532,62773,Operation: Floodgate,,,6:18 PM
2wRmB64JybnXzp7K,30,wipe,5:13,313,62773,Operation: Floodgate,,,2:46 AM
V8ZLFDzjxfBJKN3c,,kill,25:43,1543,62773,Operation: Floodgate,16,,6:07 PM
nm8RACNB2GXvDW9f,,kill,29:49,1789,62773,Operation: Floodgate,15,Fortified,11:51 AM
BJmND37dkCA4apGb,15,kill,34:38,2078,62773,Operation: Floodgate,,,10:37 PM
BJmND37dkCA4apGb,1,wipe,8:26,506,62773,Operation: Floodgate,,,5:24 PM
BJmND37dkCA4apGb,3,wipe,0:00,0,62773,Operation: Floodgate,,,6:14 PM
BJmND37dkCA4apGb,24,wipe,24:31,1471,62773,Operation: Floodgate,,,1:47 AM
pAnBtXchzVfqQK91,2,wipe,5:04,304,62773,Operation: Floodgate,,,10:45 PM
pAnBtXchzVfqQK91,3,wipe,4:02,242,62773,Operation: Floodgate,,,10:50 PM
pAnBtXchzVfqQK91,4,wipe,3:45,225,62773,Operation: Floodgate,,,10:54 PM
pAnBtXchzVfqQK91,5,wipe,1:11,71,62773,Operation: Floodgate,,,10:57 PM
DbWLf4H6MYhNKv3A,,wipe,5:11,311,62773,Operation: Floodgate,15,Fortified,5:56 PM
TvDqb3Lyh6B8kZz7,25,kill,36:35,2195,62773,Operation: Floodgate,,,4:33 PM
TvDqb3Lyh6B8kZz7,23,wipe,3:53,233,62773,Operation: Floodgate,,,4:25 PM
TvDqb3Lyh6B8kZz7,24,wipe,1:17,77,62773,Operation: Floodgate,,,4:29 PM
Ky9Vhv2PXWZ6QqnR,,kill,29:04,1744,62773,Operation: Floodgate,15,Fortified,1:29 PM
CRMcvzX1A8GDh2nk,16,wipe,3:19,199,62773,Operation: Floodgate,,,11:48 AM
CRMcvzX1A8GDh2nk,17,wipe,15:19,919,62773,Operation: Floodgate,,,11:52 AM
ZCNhYtQJ1kGcjXnz,,kill,22:32,1352,62773,Operation: Floodgate,12,Tyrannical,8:31 AM
28QCMT3Rdpv6Pkft,,kill,26:49,1609,62773,Operation: Floodgate,12,Fortified,8:47 AM
JR4xmHAP17cY93Kv,2,kill,30:46,1846,62773,Operation: Floodgate,,,7:02 PM
JR4xmHAP17cY93Kv,1,wipe,16:37,997,62773,Operation: Floodgate,,,6:45 PM
ckj7V6vTAh2rQtZd,,kill,28:17,1697,62773,Operation: Floodgate,12,Tyrannical,11:08 PM
93M6xfAbPdwazyHt,,kill,28:17,1697,62773,Operation: Floodgate,12,Tyrannical,11:08 PM
MpCTHP8tncrD6fBd,13,wipe,20:46,1246,62773,Operation: Floodgate,,,8:47 AM
MpCTHP8tncrD6fBd,14,wipe,2:21,141,62773,Operation: Floodgate,,,9:08 AM
MpCTHP8tncrD6fBd,15,wipe,4:56,296,62773,Operation: Floodgate,,,9:10 AM
MpCTHP8tncrD6fBd,16,wipe,14:42,882,62773,Operation: Floodgate,,,9:15 AM
DaM6rYJ2gFd8CQkx,9,wipe,4:56,296,62773,Operation: Floodgate,,,4:40 PM
DaM6rYJ2gFd8CQkx,10,wipe,2:40,160,62773,Operation: Floodgate,,,4:45 PM
DaM6rYJ2gFd8CQkx,11,wipe,3:55,235,62773,Operation: Floodgate,,,4:47 PM
mQAzD4JaNMLRvY1p,,kill,20:57,1257,62773,Operation: Floodgate,14,,9:52 PM
byBKAg4r7G2WmdFY,4,kill,31:12,1872,62773,Operation: Floodgate,,,10:47 AM
byBKAg4r7G2WmdFY,6,kill,28:39,1719,62773,Operation: Floodgate,,,11:24 AM
byBKAg4r7G2WmdFY,37,kill,32:54,1974,62773,Operation: Floodgate,,,7:10 PM
byBKAg4r7G2WmdFY,36,wipe,5:28,328,62773,Operation: Floodgate,,,7:05 PM
BX4RaphndC978yTG,,kill,31:10,1870,62773,Operation: Floodgate,17,Fortified,1:35 PM
Gv8yZmCkzV3J71rb,2,kill,29:23,1763,62773,Operation: Floodgate,,,8:35 AM
Gv8yZmCkzV3J71rb,1,wipe,3:44,224,62773,Operation: Floodgate,,,8:31 AM
AVrKXy1RWdnDBpTM,1,kill,24:49,1489,62773,Operation: Floodgate,,,4:07 AM
AVrKXy1RWdnDBpTM,4,wipe,4:15,255,62773,Operation: Floodgate,,,5:38 AM
AVrKXy1RWdnDBpTM,5,wipe,5:40,340,62773,Operation: Floodgate,,,5:42 AM
AVrKXy1RWdnDBpTM,8,wipe,17:03,1023,62773,Operation: Floodgate,,,6:42 AM
AVrKXy1RWdnDBpTM,9,wipe,14:17,857,62773,Operation: Floodgate,,,6:59 AM
Lk43NWtqPwgvby21,1,wipe,12:23,743,62773,Operation: Floodgate,,,2:51 PM
