log_guid,fight_id,outcome,duration,duration_in_sec,wcl_boss_id,boss_text,boss_level,affix_icon,fight_time
9hbLtQBnK3xdg4Ma,6,kill,33:09,1989,62287,Halls of Atonement,,,9:44 AM
9hbLtQBnK3xdg4Ma,5,wipe,4:57,297,62287,Halls of Atonement,,,9:39 AM
9aCktvPc4MD8xG2h,1,kill,33:43,2023,62287,Halls of Atonement,,,7:12 PM
9aCktvPc4MD8xG2h,2,kill,31:02,1862,62287,Halls of Atonement,,,7:53 PM
dGchmDzq6xQ4Zwkb,2,wipe,39:26,2366,62287,Halls of Atonement,,,7:31 PM
dGchmDzq6xQ4Zwkb,3,wipe,8:24,504,62287,Halls of Atonement,,,8:48 PM
dGchmDzq6xQ4Zwkb,24,wipe,2:57,177,62287,Halls of Atonement,,,3:23 PM
dGchmDzq6xQ4Zwkb,25,wipe,2:14,134,62287,Halls of Atonement,,,3:26 PM
dGchmDzq6xQ4Zwkb,26,wipe,13:42,822,62287,Halls of Atonement,,,3:28 PM
dGchmDzq6xQ4Zwkb,27,wipe,13:22,802,62287,Halls of Atonement,,,3:42 PM
dGchmDzq6xQ4Zwkb,28,wipe,10:53,653,62287,Halls of Atonement,,,3:55 PM
dGchmDzq6xQ4Zwkb,29,wipe,50:31,3031,62287,Halls of Atonement,,,4:06 PM
dGchmDzq6xQ4Zwkb,40,wipe,17:43,1063,62287,Halls of Atonement,,,6:18 PM
dGchmDzq6xQ4Zwkb,41,wipe,2:56,176,62287,Halls of Atonement,,,6:41 PM
dGchmDzq6xQ4Zwkb,42,wipe,16:25,985,62287,Halls of Atonement,,,6:44 PM
dGchmDzq6xQ4Zwkb,60,wipe,16:13,973,62287,Halls of Atonement,,,9:31 PM
RfG4QgC1Kpt8dTjr,4,wipe,2:34,154,62287,Halls of Atonement,,,6:42 AM
RfG4QgC1Kpt8dTjr,5,wipe,2:24,144,62287,Halls of Atonement,,,6:44 AM
WYzCd3vaXqMkbADG,,kill,33:15,1995,62287,Halls of Atonement,14,Tyrannical,7:47 AM
NMW9hgkmxDydPwCb,,wipe,33:03,1983,62287,Halls of Atonement,12,Tyrannical,4:06 AM
ByCGrdDnYKmjVwcR,,kill,35:13,2113,62287,Halls of Atonement,18,Tyrannical,8:53 PM
F3k2Pz4xg8rNCmfJ,,kill,30:53,1853,62287,Halls of Atonement,18,Fortified,4:46 PM
fkZLgncHNG2haQw1,,kill,37:40,2260,62287,Halls of Atonement,12,,8:51 AM
CvF1N8yfYPWRMkjd,17,kill,31:37,1897,62287,Halls of Atonement,,,11:18 PM
CvF1N8yfYPWRMkjd,31,kill,31:24,1884,62287,Halls of Atonement,,,4:54 AM
CvF1N8yfYPWRMkjd,13,wipe,5:08,308,62287,Halls of Atonement,,,10:57 PM
CvF1N8yfYPWRMkjd,14,wipe,4:05,245,62287,Halls of Atonement,,,11:02 PM
CvF1N8yfYPWRMkjd,15,wipe,8:48,528,62287,Halls of Atonement,,,11:06 PM
CvF1N8yfYPWRMkjd,16,wipe,2:49,169,62287,Halls of Atonement,,,11:15 PM
vYk4GVcbLWHXx8qC,3,wipe,9:07,547,62287,Halls of Atonement,,,10:44 PM
vYk4GVcbLWHXx8qC,4,wipe,4:25,265,62287,Halls of Atonement,,,11:48 PM
vYk4GVcbLWHXx8qC,5,wipe,31:27,1887,62287,Halls of Atonement,,,11:55 PM
vYk4GVcbLWHXx8qC,6,wipe,3:15,195,62287,Halls of Atonement,,,1:28 AM
vYk4GVcbLWHXx8qC,7,wipe,25:37,1537,62287,Halls of Atonement,,,1:31 AM
p8mWCJr73DTdynNH,14,kill,32:40,1960,62287,Halls of Atonement,,,2:40 AM
p8mWCJr73DTdynNH,17,kill,32:00,1920,62287,Halls of Atonement,,,4:38 AM
p8mWCJr73DTdynNH,16,wipe,18:27,1107,62287,Halls of Atonement,,,4:19 AM
pJjxd4zyCnQYPFgV,6,kill,34:54,2094,62287,Halls of Atonement,,,1:47 PM
pJjxd4zyCnQYPFgV,5,wipe,3:39,219,62287,Halls of Atonement,,,1:43 PM
xHz4a8mnB2pLcAfP,,wipe,32:09,1929,62287,Halls of Atonement,18,Tyrannical,6:52 PM
bFm7hY1CMDwy4NgJ,,wipe,0:00,0,62287,Halls of Atonement,13,,7:48 AM
2wRmB64JybnXzp7K,11,wipe,32:09,1929,62287,Halls of Atonement,,,6:52 PM
2wRmB64JybnXzp7K,26,wipe,28:00,1680,62287,Halls of Atonement,,,1:34 AM
mbgX8ZcJnxaG2RPK,,kill,30:05,1805,62287,Halls of Atonement,15,Tyrannical,11:58 PM
V8ZLFDzjxfBJKN3c,16,kill,35:45,2145,62287,Halls of Atonement,,,1:53 PM
