log_guid,fight_id,outcome,duration,duration_in_sec,wcl_boss_id,boss_text,boss_level,affix_icon,fight_time
gYTHPnb3RZthBVrw,2,kill,28:10,1690,62662,The Dawnbreaker,,,5:06 AM
gYTHPnb3RZthBVrw,8,kill,31:40,1900,62662,The Dawnbreaker,,,8:10 AM
XqHPMNv8Bw2AzRkF,10,kill,30:34,1834,62662,The Dawnbreaker,,,9:40 PM
XqHPMNv8Bw2AzRkF,7,wipe,5:58,358,62662,The Dawnbreaker,,,8:35 PM
XqHPMNv8Bw2AzRkF,8,wipe,17:29,1049,62662,The Dawnbreaker,,,8:41 PM
XqHPMNv8Bw2AzRkF,9,wipe,41:54,2514,62662,The Dawnbreaker,,,8:58 PM
CmMfz62cnahNvqLG,8,kill,30:34,1834,62662,The Dawnbreaker,,,9:40 PM
CmMfz62cnahNvqLG,5,wipe,5:58,358,62662,The Dawnbreaker,,,8:35 PM
CmMfz62cnahNvqLG,6,wipe,17:29,1049,62662,The Dawnbreaker,,,8:41 PM
CmMfz62cnahNvqLG,7,wipe,29:08,1748,62662,The Dawnbreaker,,,8:58 PM
DzCMrKXjkcZBn816,8,kill,30:34,1834,62662,The Dawnbreaker,,,9:40 PM
DzCMrKXjkcZBn816,5,wipe,5:58,358,62662,The Dawnbreaker,,,8:35 PM
DzCMrKXjkcZBn816,6,wipe,17:29,1049,62662,The Dawnbreaker,,,8:41 PM
DzCMrKXjkcZBn816,7,wipe,29:08,1748,62662,The Dawnbreaker,,,8:58 PM
9aCktvPc4MD8xG2h,9,kill,28:16,1696,62662,The Dawnbreaker,,,9:46 PM
9aCktvPc4MD8xG2h,8,wipe,2:38,158,62662,The Dawnbreaker,,,9:43 PM
kC8Ld6jDmpGgc3zQ,8,kill,30:34,1834,62662,The Dawnbreaker,,,9:40 PM
kC8Ld6jDmpGgc3zQ,5,wipe,5:58,358,62662,The Dawnbreaker,,,8:35 PM
kC8Ld6jDmpGgc3zQ,6,wipe,17:29,1049,62662,The Dawnbreaker,,,8:41 PM
