log_guid,fight_id,outcome,duration,duration_in_sec,wcl_boss_id,boss_text,boss_level,affix_icon,fight_time
gYTHPnb3RZthBVrw,,kill,28:58,1738,112442,Tazavesh: So'leah's Gambit,14,Fortified,4:31 AM
XqHPMNv8Bw2AzRkF,,kill,28:10,1690,112442,Tazavesh: So'leah's Gambit,20,Fortified,1:04 AM
CmMfz62cnahNvqLG,,kill,28:10,1690,112442,Tazavesh: So'leah's Gambit,20,Fortified,1:04 AM
DzCMrKXjkcZBn816,,kill,28:10,1690,112442,Tazavesh: So'leah's Gambit,20,Fortified,1:04 AM
dGchmDzq6xQ4Zwkb,44,wipe,26:58,1618,112442,Tazavesh: So'leah's Gambit,,,8:32 PM
dGchmDzq6xQ4Zwkb,67,wipe,24:57,1497,112442,Tazavesh: So'leah's Gambit,,,7:02 PM
ZNA6bg7q3D8BmXf2,,kill,26:47,1607,112442,Tazavesh: So'leah's Gambit,14,,4:08 AM
1tQabvkRZ4BzfWxd,,kill,22:04,1324,112442,Tazavesh: So'leah's Gambit,12,Tyrannical,10:20 PM
ByCGrdDnYKmjVwcR,,kill,28:45,1725,112442,Tazavesh: So'leah's Gambit,18,Tyrannical,5:14 PM
F3k2Pz4xg8rNCmfJ,3,kill,27:00,1620,112442,Tazavesh: So'leah's Gambit,,,4:11 PM
F3k2Pz4xg8rNCmfJ,16,kill,29:02,1742,112442,Tazavesh: So'leah's Gambit,,,7:52 PM
F3k2Pz4xg8rNCmfJ,2,wipe,3:55,235,112442,Tazavesh: So'leah's Gambit,,,4:07 PM
F3k2Pz4xg8rNCmfJ,15,wipe,9:41,581,112442,Tazavesh: So'leah's Gambit,,,7:42 PM
fkZLgncHNG2haQw1,,kill,27:59,1679,112442,Tazavesh: So'leah's Gambit,12,,10:53 AM
CvF1N8yfYPWRMkjd,,kill,26:08,1568,112442,Tazavesh: So'leah's Gambit,19,Fortified,2:49 AM
vYk4GVcbLWHXx8qC,2,kill,36:35,2195,112442,Tazavesh: So'leah's Gambit,,,9:57 PM
vYk4GVcbLWHXx8qC,1,wipe,11:18,678,112442,Tazavesh: So'leah's Gambit,,,9:45 PM
vYk4GVcbLWHXx8qC,8,wipe,13:48,828,112442,Tazavesh: So'leah's Gambit,,,2:43 AM
