log_guid,fight_id,outcome,duration,duration_in_sec,wcl_boss_id,boss_text,zone_name,boss_level,affix_icon,fight_time
krHWBwbZy21Jd9YL,,kill,30:50,1850,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,10,Xal'atath's Bargain: Voidbound,11:38 AM
nc6PFX3arQZf4yvA,,kill,28:20,1700,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,10,Xal'atath's Bargain: Oblivion,11:26 PM
3QPh9b7vcZJ6zkYj,10,kill,41:16,2476,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,3:52 PM
3QPh9b7vcZJ6zkYj,15,kill,33:47,2027,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,5:57 PM
3QPh9b7vcZJ6zkYj,19,kill,34:22,2062,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,8:05 PM
3QPh9b7vcZJ6zkYj,25,kill,38:39,2319,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,11:58 PM
7LYkXfbhdCRwB94m,10,kill,41:16,2476,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,3:52 PM
7LYkXfbhdCRwB94m,15,kill,33:47,2027,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,5:57 PM
7LYkXfbhdCRwB94m,19,kill,34:22,2062,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,8:05 PM
7LYkXfbhdCRwB94m,25,kill,38:39,2319,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,11:58 PM
6JGRLMT8qpvQ4PVn,3,wipe,14:11,851,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,6:05 AM
6JGRLMT8qpvQ4PVn,4,wipe,11:08,668,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,6:19 AM
6JGRLMT8qpvQ4PVn,5,wipe,53:46,3226,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,6:30 AM
6JGRLMT8qpvQ4PVn,8,wipe,9:15,555,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,8:35 AM
6JGRLMT8qpvQ4PVn,9,wipe,52:28,3148,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,8:45 AM
6JGRLMT8qpvQ4PVn,3,wipe,14:11,851,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,6:05 AM
6JGRLMT8qpvQ4PVn,4,wipe,11:08,668,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,6:19 AM
6JGRLMT8qpvQ4PVn,5,wipe,53:46,3226,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,6:30 AM
6JGRLMT8qpvQ4PVn,8,wipe,9:15,555,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,8:35 AM
6JGRLMT8qpvQ4PVn,9,wipe,52:28,3148,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,8:45 AM
Vd2wgWQKA8zDaYM1,40,kill,34:04,2044,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,5:28 AM
Vd2wgWQKA8zDaYM1,6,wipe,27:28,1648,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,4:53 AM
Vd2wgWQKA8zDaYM1,9,wipe,20:48,1248,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,7:16 AM
Vd2wgWQKA8zDaYM1,12,wipe,34:56,2096,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,1:09 AM
Vd2wgWQKA8zDaYM1,39,wipe,15:53,953,62290,Mists of Tirna Scithe,Mists of Tirna Scithe,,,5:12 AM
