GUID,Description,Guild,Owner,Visibility,UploadedAsEpoch,UploadedAsDateTime,DurationAsEpoch,DurationAsTime
Bt9PGZ2CqWxDHRrX,Mythic+ Season 3,Personal Logs,EX-WIND,Public,1754400611,"August 5, 2025 3:30 PM",000008900849,2 hours
R2hCqkKYZGwdM6tN,Mythic+ Season 3,Personal Logs,JDedalus,Public,1754400040,"August 5, 2025 3:20 PM",000002365260,39 minutes
PhMdZx2mGaVkB64H,ptr keys,Personal Logs,chantellope,Public,1754389642,"August 5, 2025 12:27 PM",000036597751,10 hours
9hbLtQBnK3xdg4Ma,Mythic+ Season 3,Personal Logs,Yechongyue,Public,1754381977,"August 5, 2025 10:19 AM",000011990798,3 hours
7LKgDPfNYrXC1jwq,ptr LAST DAY before patch,Personal Logs,Zorjeff,Public,1754364773,"August 5, 2025 5:32 AM",000034151776,9 hours
9aCktvPc4MD8xG2h,m+ ptr monday 04/08,Personal Logs,TomElvis,Public,1754350496,"August 5, 2025 1:34 AM",000011264602,3 hours
BwkhHFxLZzVNY8mg,Mythic+ Season 3,Personal Logs,vadan,Public,1754346282,"August 5, 2025 12:24 AM",000003125230,an hour
GFjtkhNp61a3gqvd,14 gambit aug,Personal Logs,Nice,Public,1754344402,"August 4, 2025 11:53 PM",000003190817,an hour
Pft9kVcwp48ra7yK,keys,Personal Logs,karlosdeklerk,Public,1754341563,"August 4, 2025 11:06 PM",000010799482,3 hours
WbtjYc9XhRyaxd3T,FIX INVISIBLE WALLS IN HOA PLEASE!,Personal Logs,healsforcash,Public,1754339393,"August 4, 2025 10:29 PM",000004409612,an hour
283HFx9qv6YznkKw,ptr keys,Personal Logs,Toonwire,Public,1754338893,"August 4, 2025 10:21 PM",000004858368,an hour
13nZRPJ6tC2NkVFa,PTR,Personal Logs,Stentyg,Public,1754332431,"August 4, 2025 8:33 PM",000015191581,4 hours
PqrWkCBGn7RVm49Y,Mythic+ Season 3,Personal Logs,kawayo,Public,1754326736,"August 4, 2025 6:58 PM",000001275634,21 minutes
Agz48Vq3LymRNTta,m+,Personal Logs,Waalpen,Public,1754322766,"August 4, 2025 5:52 PM",000005553034,2 hours
bJgrT6KwYf97mdV1,Mythic+ Season 3,Personal Logs,vadan,Public,1754322390,"August 4, 2025 5:46 PM",000003719125,an hour
