SpellID,SpellName,SpellCasts,SpellFound,SpellFoundPercent,KillingBlowCount,AssistingBlowCount,KillingBlowPercent,AssistingBlowPercent,NPCName
322709,Acid Expulsion,10415,83,100.0,0,0,0.0,0.0,
321669,Penalizing Burst,5938,83,100.0,20,93,5.361930294906166,9.3,
322557,Soul Split,6352,83,100.0,4,15,1.0723860589812333,1.5,
326319,Spirit Bolt,9989,81,97.59036144578313,0,0,0.0,0.0,
331718,Spear Flurry,3300,42,50.602409638554214,0,0,0.0,0.0,
322569,Hand of Thros,5082,83,100.0,0,0,0.0,0.0,
322654,Acid Expulsion,3583,83,100.0,0,0,0.0,0.0,
322967,Dying Breath,810,78,93.97590361445783,0,0,0.0,0.0,
321834,Dodge Ball,1217,83,100.0,18,37,4.825737265415549,3.6999999999999997,
323020,Bloodletting,564,79,95.18072289156626,0,0,0.0,0.0,
323043,Bloodletting,488,79,95.18072289156626,26,61,6.970509383378016,6.1,
322767,Spirit Bolt,512,78,93.97590361445783,53,122,14.209115281501342,12.2,
321891,Freeze Tag Fixation,700,83,100.0,0,0,0.0,0.0,
322968,Dying Breath,286,65,78.3132530120482,0,0,0.0,0.0,
324923,Bramble Burst,648,82,98.79518072289156,0,0,0.0,0.0,
341709,Freeze Tag,716,83,100.0,0,0,0.0,0.0,
325418,Volatile Acid,1653,83,100.0,0,0,0.0,0.0,
326281,Anima Shedding,416,83,100.0,0,0,0.0,0.0,
323057,Spirit Bolt,381,72,86.74698795180723,25,55,6.702412868632708,5.5,
322938,Harvest Essence,410,82,98.79518072289156,0,0,0.0,0.0,
326021,Acid Globule,1343,83,100.0,0,0,0.0,0.0,
326090,Stinging Assault,695,72,86.74698795180723,0,0,0.0,0.0,
324987,Mistveil Bite,564,80,96.3855421686747,3,15,0.8042895442359249,1.5,
460092,Acid Nova,511,83,100.0,70,212,18.766756032171582,21.2,NPC Name Not Found
340208,Shred Armor,142,33,39.75903614457831,8,16,2.1447721179624666,1.6,
323137,Bewildering Pollen,700,83,100.0,1,2,0.2680965147453083,0.2,
321968,Bewildering Pollen,217,80,96.3855421686747,3,6,0.8042895442359249,0.6,
336499,Guessing Game,264,83,100.0,0,0,0.0,0.0,
323177,Tears of the Forest,623,83,100.0,0,0,0.0,0.0,
322486,Overgrowth,203,80,96.3855421686747,15,37,4.021447721179625,3.6999999999999997,
324909,Furious Thrashing,180,82,98.79518072289156,0,0,0.0,0.0,
323138,Force Compliance,658,83,100.0,0,0,0.0,0.0,
340160,Radiant Breath,142,33,39.75903614457831,20,42,5.361930294906166,4.2,
321005,Soul Shackle,253,83,100.0,0,0,0.0,0.0,
300155,Refreshing Mist,93,80,96.3855421686747,0,0,0.0,0.0,
322614,Mind Link,552,83,100.0,0,0,0.0,0.0,
321772,Regeneration,208,83,100.0,0,0,0.0,0.0,
322450,Consumption,182,83,100.0,0,0,0.0,0.0,
322550,Accelerated Incubation,538,83,100.0,0,0,0.0,0.0,
325163,Cleaving Strike,166,83,100.0,0,0,0.0,0.0,
340544,Stimulate Regeneration,438,83,100.0,0,0,0.0,0.0,
322563,Marked Prey,384,83,100.0,0,0,0.0,0.0,
323059,Droman's Wrath,208,83,100.0,0,0,0.0,0.0,
340189,Pool of Radiance,65,33,39.75903614457831,0,0,0.0,0.0,
321010,Soul Shackle,78,78,93.97590361445783,0,0,0.0,0.0,
324914,Nourish the Forest,70,39,46.98795180722892,0,0,0.0,0.0,
325224,Anima Injection,363,73,87.95180722891565,10,40,2.680965147453083,4.0,
321828,Patty Cake,36,23,27.710843373493976,14,25,3.753351206434316,2.5,
325223,Anima Injection,378,73,87.95180722891565,0,0,0.0,0.0,
340300,Tongue Lashing,194,29,34.93975903614458,14,28,3.753351206434316,2.8000000000000003,
321952,Soul Shackle,94,29,34.93975903614458,0,0,0.0,0.0,
331743,Bucking Rampage,286,41,49.39759036144578,0,0,0.0,0.0,
326046,Stimulate Resistance,89,43,51.80722891566265,0,0,0.0,0.0,
340304,Poisonous Secretions,70,29,34.93975903614458,4,8,1.0723860589812333,0.8,
337249,Parasitic Incapacitation,6,5,6.024096385542169,0,0,0.0,0.0,
340305,Crushing Leap,123,29,34.93975903614458,0,0,0.0,0.0,
324776,Bramblethorn Coat,79,44,53.01204819277109,0,0,0.0,0.0,
323149,Embrace Darkness,185,73,87.95180722891565,0,0,0.0,0.0,
340289,Triple Bite,69,21,25.301204819277107,0,0,0.0,0.0,
340279,Poisonous Discharge,49,21,25.301204819277107,0,0,0.0,0.0,NPC Name Not Found
337255,Parasitic Domination,10,8,9.63855421686747,0,0,0.0,0.0,
328756,Repulsive Visage,180,67,80.72289156626506,0,0,0.0,0.0,
325413,Volatile Acid,1528,69,83.13253012048193,0,0,0.0,0.0,NPC Name Not Found
324986,Mistveil Bite,529,67,80.72289156626506,0,0,0.0,0.0,NPC Name Not Found
461870,Xal'atath's Bargain,65,65,78.3132530120482,0,0,0.0,0.0,NPC Name Not Found
145629,Anti-Magic Zone,213,26,31.32530120481928,0,0,0.0,0.0,NPC Name Not Found
463248,Expel,1760,41,49.39759036144578,0,0,0.0,0.0,NPC Name Not Found
462828,Xal'atath's Bargain: Voidbound,470,20,24.096385542168676,0,0,0.0,0.0,NPC Name Not Found
463247,Expel,1745,41,49.39759036144578,9,39,2.4128686327077746,3.9,NPC Name Not Found
462508,Dark Prayer,508,22,26.506024096385545,0,0,0.0,0.0,NPC Name Not Found
463217,Anima Slash,688,41,49.39759036144578,27,80,7.238605898123325,8.0,NPC Name Not Found
463256,Mist Ward,1255,41,49.39759036144578,0,0,0.0,0.0,NPC Name Not Found
463257,Mist Ward,1354,39,46.98795180722892,29,67,7.774798927613941,6.7,NPC Name Not Found
463602,Coalescing Poison,310,41,49.39759036144578,0,0,0.0,0.0,NPC Name Not Found
461895,Unstable Power,7528,22,26.506024096385545,0,0,0.0,0.0,NPC Name Not Found
461904,Cosmic Ascension,794,22,26.506024096385545,0,0,0.0,0.0,NPC Name Not Found
337235,Parasitic Pacification,4,4,4.819277108433735,0,0,0.0,0.0,
224729,Bursting Shot,11,2,2.4096385542168677,0,0,0.0,0.0,NPC Name Not Found
321006,Soul Shackle,12,9,10.843373493975903,0,0,0.0,0.0,
