log_guid,fight_id,outcome,duration,duration_in_sec,wcl_boss_id,boss_text,zone_name,boss_level,affix_icon,fight_time
y4wWbB83LmA7TpGt,,kill,57:08,3428,12652,The Stonevault,The Stonevault,10,Xal'atath's Bargain: Oblivion,2:56 PM
nc6PFX3arQZf4yvA,,kill,31:30,1890,12652,The Stonevault,The Stonevault,10,Xal'atath's Bargain: Voidbound,1:22 AM
3QPh9b7vcZJ6zkYj,,kill,31:29,1889,12652,The Stonevault,The Stonevault,10,Xal'atath's Bargain: Oblivion,5:18 PM
7LYkXfbhdCRwB94m,,kill,31:29,1889,12652,The Stonevault,The Stonevault,10,Xal'atath's Bargain: Oblivion,5:18 PM
6JGRLMT8qpvQ4PVn,,wipe,54:57,3297,12652,The Stonevault,The Stonevault,10,Xal'atath's Bargain: Oblivion,10:43 AM
wCpNcT8abfg6zjx1,,wipe,1:03:12,3792,12652,The Stonevault,The Stonevault,5,Xal'atath's Bargain: Oblivion,2:26 AM
qpYtPH4bxgk2Cdhf,,wipe,44:33,2673,12652,The Stonevault,The Stonevault,10,Xal'atath's Bargain: Oblivion,6:03 PM
Vd2wgWQKA8zDaYM1,,wipe,27:26,1646,12652,The Stonevault,The Stonevault,3,Xal'atath's Bargain: Ascendant,3:20 AM
yvDZ4BGcCq2t8W9K,2,kill,1:07:05,4025,12652,The Stonevault,The Stonevault,,,2:20 PM
yvDZ4BGcCq2t8W9K,1,wipe,5:13,313,12652,The Stonevault,The Stonevault,,,2:14 PM
phLYGCnDrR9kb8XP,25,kill,47:43,2863,12652,The Stonevault,The Stonevault,,,2:28 PM
phLYGCnDrR9kb8XP,16,wipe,29:08,1748,12652,The Stonevault,The Stonevault,,,10:31 AM
7KwkD8dQmjARvb1M,11,kill,47:48,2868,12652,The Stonevault,The Stonevault,,,5:59 AM
7KwkD8dQmjARvb1M,2,wipe,1:41:20,6080,12652,The Stonevault,The Stonevault,,,4:24 AM
AYdHRMfa3X76Bmgv,6,kill,31:40,1900,12652,The Stonevault,The Stonevault,,,10:55 AM
AYdHRMfa3X76Bmgv,8,kill,34:29,2069,12652,The Stonevault,The Stonevault,,,12:52 PM
yjhxkPMFZgL2CKV7,15,kill,48:06,2886,12652,The Stonevault,The Stonevault,,,6:17 PM
yjhxkPMFZgL2CKV7,6,wipe,20:14,1214,12652,The Stonevault,The Stonevault,,,11:38 AM
p4rvYRy9dgxqHMFB,1,wipe,11:35,695,12652,The Stonevault,The Stonevault,,,5:24 AM
p4rvYRy9dgxqHMFB,2,wipe,43:51,2631,12652,The Stonevault,The Stonevault,,,5:36 AM
p4rvYRy9dgxqHMFB,1,wipe,11:35,695,12652,The Stonevault,The Stonevault,,,5:24 AM
p4rvYRy9dgxqHMFB,2,wipe,43:51,2631,12652,The Stonevault,The Stonevault,,,5:36 AM
KQM7qJGVcxLhdz41,,kill,39:54,2394,12652,The Stonevault,The Stonevault,8,Xal'atath's Bargain: Ascendant,10:56 AM
DF1qbKdHXGBP8rWN,2,wipe,0:59,59,12652,The Stonevault,The Stonevault,,,3:04 PM
DF1qbKdHXGBP8rWN,3,wipe,14:36,876,12652,The Stonevault,The Stonevault,,,3:06 PM
DF1qbKdHXGBP8rWN,6,wipe,34:11,2051,12652,The Stonevault,The Stonevault,,,5:34 PM
DF1qbKdHXGBP8rWN,2,wipe,0:59,59,12652,The Stonevault,The Stonevault,,,3:04 PM
DF1qbKdHXGBP8rWN,3,wipe,14:36,876,12652,The Stonevault,The Stonevault,,,3:06 PM
DF1qbKdHXGBP8rWN,6,wipe,34:11,2051,12652,The Stonevault,The Stonevault,,,5:34 PM
T8aYft2NXVgKLrnv,,kill,45:09,2709,12652,The Stonevault,The Stonevault,10,Xal'atath's Bargain: Voidbound,4:14 PM
BTG2g8HW3wzRXPct,19,wipe,17:02,1022,12652,The Stonevault,The Stonevault,,,10:44 AM
