log_guid,fight_id,outcome,duration,duration_in_sec,wcl_boss_id,boss_text,zone_name,boss_level,affix_icon,fight_time
krHWBwbZy21Jd9YL,1,kill,44:20,2660,60670,Grim Batol,Grim Batol,,,8:58 AM
krHWBwbZy21Jd9YL,2,wipe,0:00,0,60670,Grim Batol,Grim Batol,,,9:42 AM
3QPh9b7vcZJ6zkYj,5,kill,41:27,2487,60670,Grim Batol,Grim Batol,,,1:43 PM
3QPh9b7vcZJ6zkYj,17,kill,33:40,2020,60670,Grim Batol,Grim Batol,,,6:37 PM
3QPh9b7vcZJ6zkYj,3,wipe,3:54,234,60670,Grim Batol,Grim Batol,,,1:25 PM
3QPh9b7vcZJ6zkYj,4,wipe,14:01,841,60670,Grim Batol,Grim Batol,,,1:29 PM
3QPh9b7vcZJ6zkYj,16,wipe,2:40,160,60670,Grim Batol,Grim Batol,,,6:35 PM
3QPh9b7vcZJ6zkYj,3,wipe,3:54,234,60670,Grim Batol,Grim Batol,,,1:25 PM
3QPh9b7vcZJ6zkYj,4,wipe,14:01,841,60670,Grim Batol,Grim Batol,,,1:29 PM
3QPh9b7vcZJ6zkYj,16,wipe,2:40,160,60670,Grim Batol,Grim Batol,,,6:35 PM
7LYkXfbhdCRwB94m,5,kill,41:27,2487,60670,Grim Batol,Grim Batol,,,1:43 PM
7LYkXfbhdCRwB94m,17,kill,33:40,2020,60670,Grim Batol,Grim Batol,,,6:37 PM
7LYkXfbhdCRwB94m,3,wipe,3:54,234,60670,Grim Batol,Grim Batol,,,1:25 PM
7LYkXfbhdCRwB94m,4,wipe,14:01,841,60670,Grim Batol,Grim Batol,,,1:29 PM
7LYkXfbhdCRwB94m,16,wipe,2:40,160,60670,Grim Batol,Grim Batol,,,6:35 PM
7LYkXfbhdCRwB94m,3,wipe,3:54,234,60670,Grim Batol,Grim Batol,,,1:25 PM
7LYkXfbhdCRwB94m,4,wipe,14:01,841,60670,Grim Batol,Grim Batol,,,1:29 PM
7LYkXfbhdCRwB94m,16,wipe,2:40,160,60670,Grim Batol,Grim Batol,,,6:35 PM
qpYtPH4bxgk2Cdhf,8,kill,52:47,3167,60670,Grim Batol,Grim Batol,,,6:48 PM
qpYtPH4bxgk2Cdhf,9,wipe,0:58,58,60670,Grim Batol,Grim Batol,,,7:42 PM
Vd2wgWQKA8zDaYM1,1,kill,28:42,1722,60670,Grim Batol,Grim Batol,,,1:05 AM
Vd2wgWQKA8zDaYM1,19,kill,27:22,1642,60670,Grim Batol,Grim Batol,,,5:12 AM
Vd2wgWQKA8zDaYM1,37,kill,47:36,2856,60670,Grim Batol,Grim Batol,,,3:40 AM
Vd2wgWQKA8zDaYM1,8,wipe,53:46,3226,60670,Grim Batol,Grim Batol,,,6:22 AM
Vd2wgWQKA8zDaYM1,15,wipe,13:03,783,60670,Grim Batol,Grim Batol,,,2:57 AM
Vd2wgWQKA8zDaYM1,34,wipe,26:29,1589,60670,Grim Batol,Grim Batol,,,6:38 AM
Vd2wgWQKA8zDaYM1,8,wipe,53:46,3226,60670,Grim Batol,Grim Batol,,,6:22 AM
Vd2wgWQKA8zDaYM1,15,wipe,13:03,783,60670,Grim Batol,Grim Batol,,,2:57 AM
Vd2wgWQKA8zDaYM1,34,wipe,26:29,1589,60670,Grim Batol,Grim Batol,,,6:38 AM
AYdHRMfa3X76Bmgv,9,kill,32:32,1952,60670,Grim Batol,Grim Batol,,,1:44 PM
AYdHRMfa3X76Bmgv,10,kill,42:34,2554,60670,Grim Batol,Grim Batol,,,2:29 PM
gG8bX9C2aKHWfFBA,6,kill,32:41,1961,60670,Grim Batol,Grim Batol,,,10:59 PM
gG8bX9C2aKHWfFBA,7,wipe,1:00,60,60670,Grim Batol,Grim Batol,,,11:32 PM
BbnLz8qKPM9ZWdTg,,kill,34:20,2060,60670,Grim Batol,Grim Batol,5,Xal'atath's Bargain: Voidbound,12:23 AM
pR8HwB7gaJZYcqPx,,kill,34:20,2060,60670,Grim Batol,Grim Batol,5,Xal'atath's Bargain: Voidbound,12:23 AM
ZpmcVYwdyzXDbr8n,,kill,34:20,2060,60670,Grim Batol,Grim Batol,5,Xal'atath's Bargain: Voidbound,12:23 AM
BTG2g8HW3wzRXPct,,wipe,48:26,2906,60670,Grim Batol,Grim Batol,10,Xal'atath's Bargain: Ascendant,11:41 AM
cfdTQwZ43yqhJjkr,,wipe,2:38,158,60670,Grim Batol,Grim Batol,3,Xal'atath's Bargain: Frenzied,12:46 PM
tyRBPLZY1cDhvdmF,,wipe,40:22,2422,60670,Grim Batol,Grim Batol,5,Xal'atath's Bargain: Voidbound,10:43 AM
wzyJ7BFWmQRxdH3G,15,kill,39:06,2346,60670,Grim Batol,Grim Batol,,,11:07 PM
wzyJ7BFWmQRxdH3G,8,wipe,0:00,0,60670,Grim Batol,Grim Batol,,,9:09 PM
