SpellID,SpellName,SpellCasts,SpellFound,SpellFoundPercent,KillingBlowCount,AssistingBlowCount,KillingBlowPercent,AssistingBlowPercent,NPCName
448030,Knife Throw,2414,26,100.0,3,14,1.0344827586206897,1.797175866495507,
445435,Black Blood,1151,18,69.23076923076923,0,0,0.0,0.0,NPC Name Not Found
450042,Gorge,1348,26,100.0,5,14,1.7241379310344827,1.797175866495507,
451238,Brutal Jab,955,26,100.0,3,9,1.0344827586206897,1.1553273427471118,
439522,Synergic Step,906,26,100.0,0,0,0.0,0.0,
452151,Rigorous Jab,1432,26,100.0,1,3,0.3448275862068966,0.38510911424903727,
451295,Void Rush,801,26,100.0,13,33,4.482758620689655,4.2362002567394095,
453583,Charge,391,24,92.3076923076923,0,0,0.0,0.0,
440107,Knife Throw,493,26,100.0,13,51,4.482758620689655,6.546854942233633,
145629,Anti-Magic Zone,579,16,61.53846153846154,0,0,0.0,0.0,NPC Name Not Found
434122,Void Bolt,437,23,88.46153846153845,14,36,4.827586206896552,4.621309370988447,
443500,Earthshatter,599,26,100.0,6,12,2.0689655172413794,1.540436456996149,
443507,Ravenous Swarm,648,26,100.0,0,0,0.0,0.0,
443397,Venom Strike,281,25,96.15384615384616,0,3,0.0,0.38510911424903727,
440419,Shadow Shunpo,384,25,96.15384615384616,0,0,0.0,0.0,
434722,Subjugate,336,26,100.0,4,12,1.3793103448275863,1.540436456996149,
451222,Void Rush,245,26,100.0,0,0,0.0,0.0,
434779,Terrorize,328,26,100.0,20,40,6.896551724137931,5.134788189987163,
443436,Shadows of Doubt,173,24,92.3076923076923,0,0,0.0,0.0,
443427,Web Bolt,1519,26,100.0,56,127,19.310344827586206,16.30295250320924,
461630,Venomous Spray,131,24,92.3076923076923,8,20,2.7586206896551726,2.5673940949935816,NPC Name Not Found
453840,Awakening Calling,146,18,69.23076923076923,0,0,0.0,0.0,
439341,Splice,248,26,100.0,24,107,8.275862068965518,13.735558408215661,
443430,Silk Binding,205,26,100.0,2,13,0.6896551724137931,1.6688061617458279,
434829,Vociferous Indoctrination,151,26,100.0,0,0,0.0,0.0,
451543,Null Slam,148,26,100.0,14,28,4.827586206896552,3.594351732991014,
439637,Echoing Shade,145,26,100.0,0,0,0.0,0.0,
448560,Shadows of Doubt,164,26,100.0,0,0,0.0,0.0,NPC Name Not Found
439401,Shifting Anomalies,141,26,100.0,0,0,0.0,0.0,
436205,Fierce Stomping,84,26,100.0,0,0,0.0,0.0,
438860,Umbral Weave,116,26,100.0,0,0,0.0,0.0,
439621,Shade Slash,124,26,100.0,0,0,0.0,0.0,
