SpellID,SpellName,SpellCasts,SpellFound,SpellFoundPercent,KillingBlowCount,AssistingBlowCount,KillingBlowPercent,AssistingBlowPercent,NPCName
461895,Unstable Power,9156,19,27.536231884057973,0,0,0.0,0.0,NPC Name Not Found
456696,Obsidian Stomp,28870,69,100.0,0,0,0.0,0.0,NPC Name Not Found
451224,Enveloping Shadowflame,4991,69,100.0,76,283,8.616780045351474,11.338141025641026,
451364,Brutal Strike,1457,69,100.0,26,59,2.947845804988662,2.363782051282051,
224729,Bursting Shot,39,4,5.797101449275362,0,0,0.0,0.0,NPC Name Not Found
451391,Mind Piercer,660,68,98.55072463768117,0,0,0.0,0.0,
447966,Shadowflame Bolt,514,67,97.10144927536231,5,13,0.5668934240362812,0.5208333333333333,
76711,Sear Mind,950,69,100.0,0,0,0.0,0.0,
451261,Earth Bolt,1185,69,100.0,66,179,7.482993197278912,7.171474358974359,
462216,Blazing Shadowflame,626,46,66.66666666666666,0,0,0.0,0.0,NPC Name Not Found
451395,Corrupt,570,68,98.55072463768117,0,0,0.0,0.0,
76369,Shadowflame Bolt,3420,69,100.0,109,271,12.35827664399093,10.857371794871796,
456773,Twilight Wind,661,65,94.20289855072464,10,36,1.1337868480725624,1.4423076923076923,NPC Name Not Found
451241,Shadowflame Slash,742,69,100.0,47,111,5.328798185941043,4.447115384615385,
451378,Rive,588,68,98.55072463768117,19,44,2.1541950113378685,1.7628205128205128,
456711,Shadowlava Blast,707,69,100.0,70,143,7.936507936507936,5.729166666666666,NPC Name Not Found
451965,Molten Wake,368,69,100.0,28,88,3.1746031746031744,3.5256410256410255,
451387,Ascension,354,69,100.0,0,0,0.0,0.0,NPC Name Not Found
451379,Reckless Tactic,518,68,98.55072463768117,0,0,0.0,0.0,NPC Name Not Found
448013,Invocation of Shadowflame,482,69,100.0,0,0,0.0,0.0,
451971,Lava Fist,316,69,100.0,12,26,1.3605442176870748,1.0416666666666665,
456713,Dark Eruption,561,69,100.0,0,0,0.0,0.0,NPC Name Not Found
450095,Curse of Entropy,427,69,100.0,5,96,0.5668934240362812,3.8461538461538463,
462220,Blazing Shadowflame,678,46,66.66666666666666,9,27,1.0204081632653061,1.0817307692307692,NPC Name Not Found
448847,Commanding Roar,408,69,100.0,4,78,0.45351473922902497,3.125,
451612,Twilight Flame,403,69,100.0,0,0,0.0,0.0,
448105,Devouring Flame,257,69,100.0,2,5,0.22675736961451248,0.2003205128205128,NPC Name Not Found
449939,Shadow Gale,319,68,98.55072463768117,0,0,0.0,0.0,
448057,Abyssal Corruption,289,68,98.55072463768117,0,0,0.0,0.0,NPC Name Not Found
450077,Void Surge,350,68,98.55072463768117,0,0,0.0,0.0,
448877,Rock Spike,374,69,100.0,0,0,0.0,0.0,
456751,Twilight Buffet,271,69,100.0,32,121,3.6281179138321997,4.847756410256411,NPC Name Not Found
451939,Umbral Wind,292,69,100.0,55,183,6.235827664399093,7.331730769230769,
447261,Skullsplitter,336,69,100.0,0,0,0.0,0.0,
461904,Cosmic Ascension,1199,19,27.536231884057973,0,0,0.0,0.0,NPC Name Not Found
461870,Xal'atath's Bargain,39,39,56.52173913043478,0,0,0.0,0.0,NPC Name Not Found
456902,Forge Swords,147,69,100.0,0,0,0.0,0.0,NPC Name Not Found
75328,Twilight Shift,69,69,100.0,0,0,0.0,0.0,
451996,Forge Axe,185,69,100.0,0,0,0.0,0.0,NPC Name Not Found
76303,Twilight Protection,106,69,100.0,0,0,0.0,0.0,
449444,Molten Flurry,123,69,100.0,0,0,0.0,0.0,
450088,Void Infusion,276,68,98.55072463768117,0,0,0.0,0.0,
449687,Molten Mace,108,69,100.0,0,0,0.0,0.0,
448953,Rumbling Earth,702,69,100.0,5,24,0.5668934240362812,0.9615384615384616,NPC Name Not Found
447395,Fiery Cleave,160,69,100.0,3,9,0.3401360544217687,0.3605769230769231,
456900,Forge Mace,115,69,100.0,0,0,0.0,0.0,NPC Name Not Found
450100,Crush,269,68,98.55072463768117,0,0,0.0,0.0,
451871,Mass Tremor,239,61,88.40579710144928,35,156,3.968253968253968,6.25,
145629,Anti-Magic Zone,781,26,37.68115942028986,0,0,0.0,0.0,NPC Name Not Found
451067,Decapitate,125,23,33.33333333333333,0,0,0.0,0.0,
449985,Shadow Gale,439,66,95.65217391304348,47,98,5.328798185941043,3.926282051282051,NPC Name Not Found
408805,Destabilize,15,2,2.898550724637681,0,0,0.0,0.0,
453984,Lingering Shadow,43,23,33.33333333333333,0,0,0.0,0.0,NPC Name Not Found
461513,Shadow Gale,377,42,60.86956521739131,31,63,3.5147392290249435,2.5240384615384617,NPC Name Not Found
462508,Dark Prayer,203,8,11.594202898550725,0,0,0.0,0.0,NPC Name Not Found
462828,Xal'atath's Bargain: Voidbound,150,6,8.695652173913043,0,0,0.0,0.0,NPC Name Not Found
82850,Flaming Fixate,250,18,26.08695652173913,0,0,0.0,0.0,NPC Name Not Found
451614,Twilight Ember,70,4,5.797101449275362,10,23,1.1337868480725624,0.921474358974359,NPC Name Not Found
448566,Shadowflame Breath,2,1,1.4492753623188406,176,360,19.954648526077097,14.423076923076922,NPC Name Not Found
