log_guid,fight_id,outcome,duration,duration_in_sec,wcl_boss_id,boss_text,boss_level,affix_icon,fight_time
9hbLtQBnK3xdg4Ma,1,wipe,3:16,196,112441,Tazavesh: Streets of Wonder,,,6:59 AM
9hbLtQBnK3xdg4Ma,2,wipe,1:29,89,112441,Tazavesh: Streets of Wonder,,,7:03 AM
XqHPMNv8Bw2AzRkF,2,wipe,1:24,84,112441,Tazavesh: Streets of Wonder,,,7:33 PM
XqHPMNv8Bw2AzRkF,19,wipe,16:47,1007,112441,Tazavesh: Streets of Wonder,,,12:24 AM
XqHPMNv8Bw2AzRkF,20,wipe,5:32,332,112441,Tazavesh: Streets of Wonder,,,12:41 AM
XqHPMNv8Bw2AzRkF,21,wipe,2:56,176,112441,Tazavesh: Streets of Wonder,,,12:46 AM
XqHPMNv8Bw2AzRkF,22,wipe,14:59,899,112441,Tazavesh: Streets of Wonder,,,12:49 AM
CmMfz62cnahNvqLG,17,wipe,16:48,1008,112441,Tazavesh: Streets of Wonder,,,12:24 AM
CmMfz62cnahNvqLG,18,wipe,5:32,332,112441,Tazavesh: Streets of Wonder,,,12:41 AM
CmMfz62cnahNvqLG,19,wipe,2:56,176,112441,Tazavesh: Streets of Wonder,,,12:46 AM
CmMfz62cnahNvqLG,20,wipe,14:59,899,112441,Tazavesh: Streets of Wonder,,,12:49 AM
DzCMrKXjkcZBn816,17,wipe,16:48,1008,112441,Tazavesh: Streets of Wonder,,,12:24 AM
DzCMrKXjkcZBn816,18,wipe,5:32,332,112441,Tazavesh: Streets of Wonder,,,12:41 AM
DzCMrKXjkcZBn816,19,wipe,2:56,176,112441,Tazavesh: Streets of Wonder,,,12:46 AM
DzCMrKXjkcZBn816,20,wipe,14:59,899,112441,Tazavesh: Streets of Wonder,,,12:49 AM
dGchmDzq6xQ4Zwkb,49,kill,36:37,2197,112441,Tazavesh: Streets of Wonder,,,10:42 PM
dGchmDzq6xQ4Zwkb,51,wipe,3:36,216,112441,Tazavesh: Streets of Wonder,,,4:50 PM
dGchmDzq6xQ4Zwkb,52,wipe,19:55,1195,112441,Tazavesh: Streets of Wonder,,,4:54 PM
RfG4QgC1Kpt8dTjr,3,kill,31:05,1865,112441,Tazavesh: Streets of Wonder,,,5:58 AM
RfG4QgC1Kpt8dTjr,15,kill,33:20,2000,112441,Tazavesh: Streets of Wonder,,,9:01 AM
RfG4QgC1Kpt8dTjr,19,kill,32:34,1954,112441,Tazavesh: Streets of Wonder,,,10:08 AM
RfG4QgC1Kpt8dTjr,1,wipe,1:38,98,112441,Tazavesh: Streets of Wonder,,,5:48 AM
RfG4QgC1Kpt8dTjr,2,wipe,7:46,466,112441,Tazavesh: Streets of Wonder,,,5:50 AM
RfG4QgC1Kpt8dTjr,14,wipe,3:35,215,112441,Tazavesh: Streets of Wonder,,,8:58 AM
RfG4QgC1Kpt8dTjr,16,wipe,0:00,0,112441,Tazavesh: Streets of Wonder,,,9:35 AM
RfG4QgC1Kpt8dTjr,17,wipe,26:26,1586,112441,Tazavesh: Streets of Wonder,,,9:40 AM
RfG4QgC1Kpt8dTjr,18,wipe,2:25,145,112441,Tazavesh: Streets of Wonder,,,10:06 AM
