log_guid,fight_id,outcome,duration,duration_in_sec,wcl_boss_id,boss_text,zone_name,boss_level,affix_icon,fight_time
y4wWbB83LmA7TpGt,,kill,30:24,1824,62286,The Necrotic Wake,The Necrotic Wake,10,Xal'atath's Bargain: Oblivion,2:16 PM
GYj2ApkMdbfh3WcD,,wipe,16:22,982,62286,The Necrotic Wake,The Necrotic Wake,10,Xal'atath's Bargain: Voidbound,7:23 AM
3QPh9b7vcZJ6zkYj,18,kill,30:09,1809,62286,The Necrotic Wake,The Necrotic Wake,,,7:30 PM
3QPh9b7vcZJ6zkYj,22,kill,33:57,2037,62286,The Necrotic Wake,The Necrotic Wake,,,8:52 PM
3QPh9b7vcZJ6zkYj,6,wipe,13:17,797,62286,The Necrotic Wake,The Necrotic Wake,,,2:35 PM
3QPh9b7vcZJ6zkYj,7,wipe,9:38,578,62286,The Necrotic Wake,The Necrotic Wake,,,2:48 PM
3QPh9b7vcZJ6zkYj,8,wipe,11:55,715,62286,The Necrotic Wake,The Necrotic Wake,,,2:58 PM
3QPh9b7vcZJ6zkYj,9,wipe,42:34,2554,62286,The Necrotic Wake,The Necrotic Wake,,,3:10 PM
3QPh9b7vcZJ6zkYj,21,wipe,2:42,162,62286,The Necrotic Wake,The Necrotic Wake,,,8:49 PM
3QPh9b7vcZJ6zkYj,26,wipe,1:11:56,4316,62286,The Necrotic Wake,The Necrotic Wake,,,12:47 AM
3QPh9b7vcZJ6zkYj,6,wipe,13:17,797,62286,The Necrotic Wake,The Necrotic Wake,,,2:35 PM
3QPh9b7vcZJ6zkYj,7,wipe,9:38,578,62286,The Necrotic Wake,The Necrotic Wake,,,2:48 PM
3QPh9b7vcZJ6zkYj,8,wipe,11:55,715,62286,The Necrotic Wake,The Necrotic Wake,,,2:58 PM
3QPh9b7vcZJ6zkYj,9,wipe,42:34,2554,62286,The Necrotic Wake,The Necrotic Wake,,,3:10 PM
3QPh9b7vcZJ6zkYj,21,wipe,2:42,162,62286,The Necrotic Wake,The Necrotic Wake,,,8:49 PM
3QPh9b7vcZJ6zkYj,26,wipe,1:11:56,4316,62286,The Necrotic Wake,The Necrotic Wake,,,12:47 AM
7LYkXfbhdCRwB94m,18,kill,30:09,1809,62286,The Necrotic Wake,The Necrotic Wake,,,7:30 PM
